MJD,Altitude,Latitude,Longitude,SPS,Alpha
32319.59514,2.49E+03,-5.91E+01,274.867686,91.175237,90
32319.59583,2.39E+03,-5.94E+01,277.675062,90.453749,90
32319.59653,2.29E+03,-5.97E+01,280.644603,89.70678,90
32319.59722,2.19E+03,-5.99E+01,283.773492,88.933511,90
32319.59792,2.09E+03,-6.00E+01,287.055102,88.133172,90
32319.59861,1.99E+03,-6.00E+01,290.478515,87.305062,90
32319.59931,1.89E+03,-5.99E+01,294.028252,86.448574,90
32319.6,1.80E+03,-5.97E+01,297.684319,85.563229,90
32319.60069,1.70E+03,-5.93E+01,301.422627,84.648711,90
32319.60139,1.61E+03,-5.89E+01,305.215819,83.704917,90
32319.60208,1.51E+03,-5.82E+01,309.034456,82.732006,90
32319.60278,1.42E+03,-5.75E+01,312.848444,81.730462,90
32319.60347,1.32E+03,-5.65E+01,316.628545,80.701167,90
32319.60417,1.23E+03,-5.54E+01,320.347777,79.645485,90
32319.60486,1.15E+03,-5.41E+01,323.982553,78.565349,90
32319.60556,1.06E+03,-5.26E+01,327.513442,77.463368,90
32319.60625,9.74E+02,-5.10E+01,330.925526,76.342938,90
32319.60694,8.92E+02,-4.92E+01,334.208368,75.208359,90
32319.60764,8.13E+02,-4.72E+01,337.355693,74.064958,90
32319.60833,7.37E+02,-4.50E+01,340.364865,72.919206,90
32319.60903,6.65E+02,-4.27E+01,343.236277,71.778826,90
32319.60972,5.96E+02,-4.02E+01,345.972747,70.652877,90
32319.61042,5.32E+02,-3.75E+01,348.578996,69.551802,90
32319.61111,4.73E+02,-3.47E+01,351.06125,68.487421,90
32319.61181,4.19E+02,-3.17E+01,353.426978,67.47286,90
32319.6125,3.71E+02,-2.86E+01,355.684777,66.522392,90
32319.61319,3.29E+02,-2.54E+01,357.844338,65.651185,90
32319.61389,2.94E+02,-2.21E+01,359.91644,64.874926,90
32319.61458,2.66E+02,-1.87E+01,1.912884,64.20932,90
32319.61528,2.47E+02,-1.52E+01,3.846306,63.66943,90
32319.61597,2.36E+02,-1.17E+01,5.7298,63.26886,90
32319.61667,2.33E+02,-8.15E+00,7.576401,63.018812,90
32319.61736,2.38E+02,-4.60E+00,9.398487,62.927107,90
32319.61806,2.52E+02,-1.05E+00,11.207222,62.997324,90
32319.61875,2.74E+02,2.46E+00,13.01217,63.228244,90
32319.61944,3.03E+02,5.92E+00,14.821149,63.61375,90
32319.62014,3.39E+02,9.32E+00,16.640319,64.143252,90
32319.62083,3.81E+02,1.26E+01,18.474475,64.802551,90
32319.62153,4.29E+02,1.59E+01,20.327423,65.575011,90
32319.62222,4.83E+02,1.90E+01,22.20237,66.442797,90
32319.62292,5.41E+02,2.20E+01,24.10224,67.388008,90
32319.62361,6.04E+02,2.48E+01,26.029896,68.393577,90
32319.62431,6.71E+02,2.76E+01,27.988243,69.443875,90
32319.625,7.42E+02,3.02E+01,29.98024,70.525056,90
32319.62569,8.17E+02,3.27E+01,32.008833,71.625168,90
32319.62639,8.95E+02,3.50E+01,34.07684,72.734111,90
32319.62708,9.75E+02,3.72E+01,36.186818,73.843507,90
32319.62778,1.06E+03,3.93E+01,38.34091,74.946509,90
32319.62847,1.15E+03,4.13E+01,40.540713,76.037605,90
32319.62917,1.23E+03,4.31E+01,42.787143,77.112426,90
32319.62986,1.32E+03,4.48E+01,45.080323,78.16757,90
32319.63056,1.42E+03,4.64E+01,47.419493,79.200445,90
32319.63125,1.51E+03,4.79E+01,49.802937,80.209135,90
32319.63194,1.60E+03,4.92E+01,52.227939,81.192283,90
32319.63264,1.70E+03,5.04E+01,54.690765,82.148993,90
32319.63333,1.79E+03,5.16E+01,57.186681,83.078748,90
32319.63403,1.89E+03,5.26E+01,59.710001,83.981337,90
32319.63472,1.99E+03,5.35E+01,62.254173,84.856798,90
32319.63542,2.09E+03,5.43E+01,64.811905,85.705364,90
32319.63611,2.19E+03,5.51E+01,67.37531,86.527426,90
32319.63681,2.28E+03,5.57E+01,69.936093,87.323495,90
32319.6375,2.38E+03,5.63E+01,72.485744,88.094172,90
32319.63819,2.48E+03,5.68E+01,75.015744,88.840126,90
32319.63889,2.58E+03,5.72E+01,77.517768,89.562075,90
32319.63958,2.68E+03,5.75E+01,79.983874,90.260766,90
32319.64028,2.78E+03,5.78E+01,82.406668,90.936968,90
32319.64097,2.88E+03,5.80E+01,84.779442,91.591453,90
32319.64167,2.98E+03,5.81E+01,87.096274,92.224996,90
32319.64236,3.07E+03,5.82E+01,89.3521,92.838365,90
32319.64306,3.17E+03,5.82E+01,91.542736,93.432313,90
32319.64375,3.27E+03,5.82E+01,93.664885,94.00758,90
32319.64444,3.36E+03,5.82E+01,95.716105,94.564885,90
32319.64514,3.46E+03,5.81E+01,97.694758,95.104925,90
32319.64583,3.56E+03,5.80E+01,99.599946,95.628376,90
32319.64653,3.65E+03,5.78E+01,101.431433,96.13589,90
32319.64722,3.75E+03,5.77E+01,103.189562,96.628095,90
32319.64792,3.84E+03,5.75E+01,104.875173,97.105594,90
32319.64861,3.93E+03,5.72E+01,106.489519,97.568966,90
32319.64931,4.03E+03,5.70E+01,108.034194,98.018766,90
32319.65,4.12E+03,5.67E+01,109.511057,98.455526,90
32319.65069,4.21E+03,5.64E+01,110.922172,98.879755,90
32319.65139,4.30E+03,5.61E+01,112.269752,99.291939,90
32319.65208,4.39E+03,5.58E+01,113.55611,99.692545,90
32319.65278,4.48E+03,5.55E+01,114.783616,100.082015,90
32319.65347,4.57E+03,5.52E+01,115.954667,100.460776,90
32319.65417,4.66E+03,5.49E+01,117.071653,100.829233,90
32319.65486,4.75E+03,5.45E+01,118.136942,101.187772,90
32319.65556,4.84E+03,5.42E+01,119.152854,101.536765,90
32319.65625,4.92E+03,5.38E+01,120.121654,101.876563,90
32319.65694,5.01E+03,5.34E+01,121.045535,102.207504,90
32319.65764,5.10E+03,5.31E+01,121.926616,102.529909,90
32319.65833,5.18E+03,5.27E+01,122.766935,102.844088,90
32319.65903,5.26E+03,5.24E+01,123.568446,103.150332,90
32319.65972,5.35E+03,5.20E+01,124.333016,103.448923,90
32319.66042,5.43E+03,5.16E+01,125.062426,103.740129,90
32319.66111,5.51E+03,5.12E+01,125.758375,104.024207,90
32319.66181,5.59E+03,5.09E+01,126.422474,104.3014,90
32319.6625,5.67E+03,5.05E+01,127.056257,104.571944,90
32319.66319,5.75E+03,5.01E+01,127.661176,104.836063,90
32319.66389,5.83E+03,4.97E+01,128.238609,105.09397,90
32319.66458,5.91E+03,4.94E+01,128.789862,105.345872,90
32319.66528,5.99E+03,4.90E+01,129.316169,105.591964,90
32319.66597,6.07E+03,4.86E+01,129.818699,105.832435,90
32319.66667,6.14E+03,4.83E+01,130.29856,106.067465,90
32319.66736,6.22E+03,4.79E+01,130.756798,106.297227,90
32319.66806,6.30E+03,4.75E+01,131.194402,106.521885,90
32319.66875,6.37E+03,4.72E+01,131.61231,106.741599,90
32319.66944,6.45E+03,4.68E+01,132.011407,106.956521,90
32319.67014,6.52E+03,4.65E+01,132.392531,107.166797,90
32319.67083,6.59E+03,4.61E+01,132.756477,107.372567,90
32319.67153,6.66E+03,4.57E+01,133.103994,107.573965,90
32319.67222,6.74E+03,4.54E+01,133.435794,107.771121,90
32319.67292,6.81E+03,4.50E+01,133.75255,107.964159,90
32319.67361,6.88E+03,4.47E+01,134.054901,108.153197,90
32319.67431,6.95E+03,4.43E+01,134.343449,108.338351,90
32319.675,7.02E+03,4.40E+01,134.618769,108.519731,90
32319.67569,7.08E+03,4.37E+01,134.881404,108.697443,90
32319.67639,7.15E+03,4.33E+01,135.13187,108.871589,90
32319.67708,7.22E+03,4.30E+01,135.370657,109.042266,90
32319.67778,7.29E+03,4.26E+01,135.598228,109.20957,90
32319.67847,7.35E+03,4.23E+01,135.815026,109.373592,90
32319.67917,7.42E+03,4.20E+01,136.021471,109.534418,90
32319.67986,7.48E+03,4.17E+01,136.217961,109.692134,90
32319.68056,7.55E+03,4.13E+01,136.404876,109.846821,90
32319.68125,7.61E+03,4.10E+01,136.582577,109.998558,90
32319.68194,7.67E+03,4.07E+01,136.751408,110.14742,90
32319.68264,7.74E+03,4.04E+01,136.911697,110.293479,90
32319.68333,7.80E+03,4.00E+01,137.063756,110.436808,90
32319.68403,7.86E+03,3.97E+01,137.207883,110.577473,90
32319.68472,7.92E+03,3.94E+01,137.344362,110.71554,90
32319.68542,7.98E+03,3.91E+01,137.473464,110.851073,90
32319.68611,8.04E+03,3.88E+01,137.595446,110.984133,90
32319.68681,8.10E+03,3.85E+01,137.710558,111.114779,90
32319.6875,8.16E+03,3.82E+01,137.819034,111.243068,90
32319.68819,8.21E+03,3.79E+01,137.9211,111.369056,90
32319.68889,8.27E+03,3.76E+01,138.016972,111.492795,90
32319.68958,8.33E+03,3.73E+01,138.106857,111.614339,90
32319.69028,8.38E+03,3.70E+01,138.190953,111.733736,90
32319.69097,8.44E+03,3.67E+01,138.269449,111.851035,90
32319.69167,8.49E+03,3.64E+01,138.342525,111.966283,90
32319.69236,8.55E+03,3.61E+01,138.410357,112.079525,90
32319.69306,8.60E+03,3.58E+01,138.473111,112.190806,90
32319.69375,8.66E+03,3.55E+01,138.530947,112.300167,90
32319.69444,8.71E+03,3.52E+01,138.584018,112.40765,90
32319.69514,8.76E+03,3.50E+01,138.632471,112.513294,90
32319.69583,8.81E+03,3.47E+01,138.676449,112.617139,90
32319.69653,8.86E+03,3.44E+01,138.716087,112.719222,90
32319.69722,8.92E+03,3.41E+01,138.751515,112.819579,90
32319.69792,8.97E+03,3.38E+01,138.78286,112.918246,90
32319.69861,9.01E+03,3.36E+01,138.810242,113.015256,90
32319.69931,9.06E+03,3.33E+01,138.833777,113.110643,90
32319.7,9.11E+03,3.30E+01,138.853578,113.204438,90
32319.70069,9.16E+03,3.28E+01,138.869753,113.296674,90
32319.70139,9.21E+03,3.25E+01,138.882405,113.38738,90
32319.70208,9.25E+03,3.22E+01,138.891634,113.476586,90
32319.70278,9.30E+03,3.20E+01,138.897536,113.56432,90
32319.70347,9.35E+03,3.17E+01,138.900206,113.650611,90
32319.70417,9.39E+03,3.14E+01,138.899732,113.735484,90
32319.70486,9.44E+03,3.12E+01,138.896201,113.818966,90
32319.70556,9.48E+03,3.09E+01,138.889697,113.901083,90
32319.70625,9.53E+03,3.06E+01,138.8803,113.981858,90
32319.70694,9.57E+03,3.04E+01,138.868089,114.061317,90
32319.70764,9.61E+03,3.01E+01,138.853139,114.139483,90
32319.70833,9.65E+03,2.99E+01,138.835522,114.216377,90
32319.70903,9.70E+03,2.96E+01,138.81531,114.292023,90
32319.70972,9.74E+03,2.94E+01,138.792571,114.366441,90
32319.71042,9.78E+03,2.91E+01,138.767369,114.439652,90
32319.71111,9.82E+03,2.89E+01,138.73977,114.511677,90
32319.71181,9.86E+03,2.86E+01,138.709834,114.582535,90
32319.7125,9.90E+03,2.84E+01,138.677623,114.652246,90
32319.71319,9.94E+03,2.81E+01,138.643193,114.720828,90
32319.71389,9.98E+03,2.79E+01,138.606601,114.788299,90
32319.71458,1.00E+04,2.76E+01,138.567902,114.854677,90
32319.71528,1.01E+04,2.74E+01,138.527147,114.919979,90
32319.71597,1.01E+04,2.71E+01,138.484389,114.984222,90
32319.71667,1.01E+04,2.69E+01,138.439678,115.047421,90
32319.71736,1.02E+04,2.67E+01,138.39306,115.109594,90
32319.71806,1.02E+04,2.64E+01,138.344584,115.170755,90
32319.71875,1.02E+04,2.62E+01,138.294294,115.230919,90
32319.71944,1.03E+04,2.59E+01,138.242235,115.290101,90
32319.72014,1.03E+04,2.57E+01,138.18845,115.348316,90
32319.72083,1.03E+04,2.55E+01,138.132981,115.405576,90
32319.72153,1.04E+04,2.52E+01,138.075867,115.461896,90
32319.72222,1.04E+04,2.50E+01,138.017149,115.517288,90
32319.72292,1.04E+04,2.48E+01,137.956864,115.571766,90
32319.72361,1.05E+04,2.45E+01,137.89505,115.625341,90
32319.72431,1.05E+04,2.43E+01,137.831744,115.678027,90
32319.725,1.05E+04,2.41E+01,137.766981,115.729834,90
32319.72569,1.06E+04,2.38E+01,137.700795,115.780775,90
32319.72639,1.06E+04,2.36E+01,137.633219,115.83086,90
32319.72708,1.06E+04,2.34E+01,137.564287,115.880101,90
32319.72778,1.06E+04,2.32E+01,137.49403,115.928508,90
32319.72847,1.07E+04,2.29E+01,137.422479,115.976091,90
32319.72917,1.07E+04,2.27E+01,137.349665,116.022861,90
32319.72986,1.07E+04,2.25E+01,137.275617,116.068827,90
32319.73056,1.08E+04,2.23E+01,137.200364,116.114,90
32319.73125,1.08E+04,2.20E+01,137.123934,116.158387,90
32319.73194,1.08E+04,2.18E+01,137.046354,116.201999,90
32319.73264,1.08E+04,2.16E+01,136.967651,116.244844,90
32319.73333,1.09E+04,2.14E+01,136.887852,116.28693,90
32319.73403,1.09E+04,2.12E+01,136.806982,116.328267,90
32319.73472,1.09E+04,2.09E+01,136.725066,116.368863,90
32319.73542,1.09E+04,2.07E+01,136.642128,116.408724,90
32319.73611,1.10E+04,2.05E+01,136.558192,116.447859,90
32319.73681,1.10E+04,2.03E+01,136.473282,116.486276,90
32319.7375,1.10E+04,2.01E+01,136.387421,116.523982,90
32319.73819,1.10E+04,1.98E+01,136.30063,116.560984,90
32319.73889,1.11E+04,1.96E+01,136.212932,116.597289,90
32319.73958,1.11E+04,1.94E+01,136.124348,116.632903,90
32319.74028,1.11E+04,1.92E+01,136.034899,116.667833,90
32319.74097,1.11E+04,1.90E+01,135.944606,116.702086,90
32319.74167,1.11E+04,1.88E+01,135.853488,116.735668,90
32319.74236,1.12E+04,1.85E+01,135.761566,116.768584,90
32319.74306,1.12E+04,1.83E+01,135.668859,116.800842,90
32319.74375,1.12E+04,1.81E+01,135.575386,116.832445,90
32319.74444,1.12E+04,1.79E+01,135.481165,116.8634,90
32319.74514,1.12E+04,1.77E+01,135.386215,116.893713,90
32319.74583,1.12E+04,1.75E+01,135.290554,116.923388,90
32319.74653,1.13E+04,1.73E+01,135.194199,116.95243,90
32319.74722,1.13E+04,1.71E+01,135.097167,116.980845,90
32319.74792,1.13E+04,1.68E+01,134.999476,117.008637,90
32319.74861,1.13E+04,1.66E+01,134.901143,117.035811,90
32319.74931,1.13E+04,1.64E+01,134.802183,117.06237,90
32319.75,1.13E+04,1.62E+01,134.702612,117.088321,90
32319.75069,1.14E+04,1.60E+01,134.602448,117.113665,90
32319.75139,1.14E+04,1.58E+01,134.501704,117.138409,90
32319.75208,1.14E+04,1.56E+01,134.400397,117.162555,90
32319.75278,1.14E+04,1.54E+01,134.298542,117.186108,90
32319.75347,1.14E+04,1.52E+01,134.196154,117.20907,90
32319.75417,1.14E+04,1.50E+01,134.093247,117.231446,90
32319.75486,1.14E+04,1.47E+01,133.989835,117.253239,90
32319.75556,1.14E+04,1.45E+01,133.885934,117.274453,90
32319.75625,1.15E+04,1.43E+01,133.781556,117.295089,90
32319.75694,1.15E+04,1.41E+01,133.676717,117.315152,90
32319.75764,1.15E+04,1.39E+01,133.571429,117.334644,90
32319.75833,1.15E+04,1.37E+01,133.465706,117.353568,90
32319.75903,1.15E+04,1.35E+01,133.359561,117.371926,90
32319.75972,1.15E+04,1.33E+01,133.253008,117.389722,90
32319.76042,1.15E+04,1.31E+01,133.14606,117.406958,90
32319.76111,1.15E+04,1.29E+01,133.038728,117.423635,90
32319.76181,1.15E+04,1.27E+01,132.931027,117.439756,90
32319.7625,1.15E+04,1.25E+01,132.822968,117.455324,90
32319.76319,1.15E+04,1.23E+01,132.714565,117.47034,90
32319.76389,1.16E+04,1.21E+01,132.605828,117.484805,90
32319.76458,1.16E+04,1.19E+01,132.496771,117.498723,90
32319.76528,1.16E+04,1.17E+01,132.387406,117.512094,90
32319.76597,1.16E+04,1.14E+01,132.277743,117.52492,90
32319.76667,1.16E+04,1.12E+01,132.167796,117.537202,90
32319.76736,1.16E+04,1.10E+01,132.057576,117.548942,90
32319.76806,1.16E+04,1.08E+01,131.947095,117.560141,90
32319.76875,1.16E+04,1.06E+01,131.836363,117.5708,90
32319.76944,1.16E+04,1.04E+01,131.725393,117.58092,90
32319.77014,1.16E+04,1.02E+01,131.614196,117.590503,90
32319.77083,1.16E+04,1.00E+01,131.502783,117.599548,90
32319.77153,1.16E+04,9.80E+00,131.391166,117.608056,90
32319.77222,1.16E+04,9.60E+00,131.279354,117.616028,90
32319.77292,1.16E+04,9.39E+00,131.167361,117.623465,90
32319.77361,1.16E+04,9.19E+00,131.055196,117.630368,90
32319.77431,1.16E+04,8.98E+00,130.942871,117.636735,90
32319.775,1.16E+04,8.78E+00,130.830396,117.642568,90
32319.77569,1.16E+04,8.57E+00,130.717782,117.647866,90
32319.77639,1.16E+04,8.37E+00,130.60504,117.65263,90
32319.77708,1.16E+04,8.16E+00,130.492182,117.656859,90
32319.77778,1.16E+04,7.96E+00,130.379217,117.660554,90
32319.77847,1.16E+04,7.75E+00,130.266156,117.663713,90
32319.77917,1.16E+04,7.55E+00,130.15301,117.666337,90
32319.77986,1.16E+04,7.34E+00,130.03979,117.668425,90
32319.78056,1.16E+04,7.13E+00,129.926507,117.669976,90
32319.78125,1.16E+04,6.93E+00,129.81317,117.67099,90
32319.78194,1.16E+04,6.72E+00,129.699792,117.671465,90
32319.78264,1.16E+04,6.52E+00,129.586381,117.671401,90
32319.78333,1.16E+04,6.31E+00,129.47295,117.670797,90
32319.78403,1.16E+04,6.10E+00,129.359508,117.669652,90
32319.78472,1.16E+04,5.89E+00,129.246066,117.667964,90
32319.78542,1.15E+04,5.69E+00,129.132636,117.665732,90
32319.78611,1.15E+04,5.48E+00,129.019227,117.662954,90
32319.78681,1.15E+04,5.27E+00,128.90585,117.65963,90
32319.7875,1.15E+04,5.07E+00,128.792516,117.655756,90
32319.78819,1.15E+04,4.86E+00,128.679236,117.651332,90
32319.78889,1.15E+04,4.65E+00,128.566021,117.646356,90
32319.78958,1.15E+04,4.44E+00,128.452881,117.640825,90
32319.79028,1.15E+04,4.23E+00,128.339828,117.634738,90
32319.79097,1.15E+04,4.02E+00,128.226872,117.628092,90
32319.79167,1.15E+04,3.81E+00,128.114024,117.620884,90
32319.79236,1.15E+04,3.60E+00,128.001295,117.613113,90
32319.79306,1.15E+04,3.39E+00,127.888697,117.604775,90
32319.79375,1.14E+04,3.18E+00,127.776241,117.595869,90
32319.79444,1.14E+04,2.97E+00,127.663937,117.58639,90
32319.79514,1.14E+04,2.76E+00,127.551798,117.576337,90
32319.79583,1.14E+04,2.55E+00,127.439834,117.565706,90
32319.79653,1.14E+04,2.34E+00,127.328057,117.554493,90
32319.79722,1.14E+04,2.12E+00,127.216479,117.542696,90
32319.79792,1.14E+04,1.91E+00,127.105112,117.530312,90
32319.79861,1.13E+04,1.70E+00,126.993966,117.517335,90
32319.79931,1.13E+04,1.49E+00,126.883055,117.503764,90
32319.8,1.13E+04,1.27E+00,126.77239,117.489593,90
32319.80069,1.13E+04,1.06E+00,126.661984,117.474819,90
32319.80139,1.13E+04,8.42E-01,126.551847,117.459438,90
32319.80208,1.13E+04,6.27E-01,126.441994,117.443445,90
32319.80278,1.13E+04,4.11E-01,126.332437,117.426836,90
32319.80347,1.12E+04,1.94E-01,126.223187,117.409606,90
32319.80417,1.12E+04,-2.25E-02,126.114258,117.391751,90
32319.80486,1.12E+04,-2.40E-01,126.005664,117.373266,90
32319.80556,1.12E+04,-4.58E-01,125.897417,117.354145,90
32319.80625,1.12E+04,-6.77E-01,125.78953,117.334384,90
32319.80694,1.11E+04,-8.96E-01,125.682018,117.313977,90
32319.80764,1.11E+04,-1.12E+00,125.574893,117.292918,90
32319.80833,1.11E+04,-1.34E+00,125.46817,117.271203,90
32319.80903,1.11E+04,-1.56E+00,125.361862,117.248824,90
32319.80972,1.11E+04,-1.78E+00,125.255985,117.225776,90
32319.81042,1.10E+04,-2.00E+00,125.150552,117.202054,90
32319.81111,1.10E+04,-2.22E+00,125.045579,117.177649,90
32319.81181,1.10E+04,-2.45E+00,124.94108,117.152556,90
32319.8125,1.10E+04,-2.67E+00,124.837071,117.126768,90
32319.81319,1.09E+04,-2.90E+00,124.733566,117.100278,90
32319.81389,1.09E+04,-3.12E+00,124.630583,117.073079,90
32319.81458,1.09E+04,-3.35E+00,124.528137,117.045163,90
32319.81528,1.09E+04,-3.58E+00,124.426244,117.016523,90
32319.81597,1.08E+04,-3.80E+00,124.32492,116.987151,90
32319.81667,1.08E+04,-4.03E+00,124.224184,116.957039,90
32319.81736,1.08E+04,-4.26E+00,124.124051,116.926178,90
32319.81806,1.08E+04,-4.49E+00,124.02454,116.894561,90
32319.81875,1.07E+04,-4.73E+00,123.925669,116.862179,90
32319.81944,1.07E+04,-4.96E+00,123.827455,116.829021,90
32319.82014,1.07E+04,-5.19E+00,123.729918,116.795081,90
32319.82083,1.07E+04,-5.42E+00,123.633076,116.760347,90
32319.82153,1.06E+04,-5.66E+00,123.536949,116.72481,90
32319.82222,1.06E+04,-5.90E+00,123.441557,116.68846,90
32319.82292,1.06E+04,-6.13E+00,123.34692,116.651287,90
32319.82361,1.05E+04,-6.37E+00,123.253058,116.613281,90
32319.82431,1.05E+04,-6.61E+00,123.159993,116.57443,90
32319.825,1.05E+04,-6.85E+00,123.067747,116.534724,90
32319.82569,1.04E+04,-7.09E+00,122.976341,116.49415,90
32319.82639,1.04E+04,-7.33E+00,122.885799,116.452698,90
32319.82708,1.04E+04,-7.58E+00,122.796143,116.410355,90
32319.82778,1.03E+04,-7.82E+00,122.707398,116.367109,90
32319.82847,1.03E+04,-8.06E+00,122.619586,116.322946,90
32319.82917,1.03E+04,-8.31E+00,122.532735,116.277855,90
32319.82986,1.02E+04,-8.56E+00,122.446868,116.231821,90
32319.83056,1.02E+04,-8.81E+00,122.362013,116.184831,90
32319.83125,1.02E+04,-9.06E+00,122.278195,116.136871,90
32319.83194,1.01E+04,-9.31E+00,122.195443,116.087925,90
32319.83264,1.01E+04,-9.56E+00,122.113785,116.037979,90
32319.83333,1.01E+04,-9.82E+00,122.03325,115.987018,90
32319.83403,1.00E+04,-1.01E+01,121.953867,115.935025,90
32319.83472,9.99E+03,-1.03E+01,121.875668,115.881985,90
32319.83542,9.95E+03,-1.06E+01,121.798683,115.82788,90
32319.83611,9.91E+03,-1.08E+01,121.722946,115.772694,90
32319.83681,9.87E+03,-1.11E+01,121.648488,115.716409,90
32319.8375,9.83E+03,-1.14E+01,121.575345,115.659006,90
32319.83819,9.79E+03,-1.16E+01,121.503552,115.600467,90
32319.83889,9.75E+03,-1.19E+01,121.433146,115.540772,90
32319.83958,9.71E+03,-1.22E+01,121.364162,115.479903,90
32319.84028,9.67E+03,-1.24E+01,121.29664,115.417837,90
32319.84097,9.63E+03,-1.27E+01,121.230619,115.354556,90
32319.84167,9.59E+03,-1.30E+01,121.166141,115.290036,90
32319.84236,9.54E+03,-1.32E+01,121.103246,115.224256,90
32319.84306,9.50E+03,-1.35E+01,121.04198,115.157193,90
32319.84375,9.46E+03,-1.38E+01,120.982386,115.088824,90
32319.84444,9.41E+03,-1.41E+01,120.92451,115.019124,90
32319.84514,9.37E+03,-1.44E+01,120.868401,114.948068,90
32319.84583,9.32E+03,-1.46E+01,120.814108,114.875631,90
32319.84653,9.27E+03,-1.49E+01,120.761682,114.801786,90
32319.84722,9.23E+03,-1.52E+01,120.711175,114.726506,90
32319.84792,9.18E+03,-1.55E+01,120.662643,114.649764,90
32319.84861,9.13E+03,-1.58E+01,120.61614,114.571529,90
32319.84931,9.08E+03,-1.61E+01,120.571727,114.491773,90
32319.85,9.03E+03,-1.64E+01,120.529463,114.410465,90
32319.85069,8.98E+03,-1.67E+01,120.489411,114.327573,90
32319.85139,8.93E+03,-1.70E+01,120.451635,114.243065,90
32319.85208,8.88E+03,-1.73E+01,120.416203,114.156906,90
32319.85278,8.83E+03,-1.76E+01,120.383185,114.069062,90
32319.85347,8.78E+03,-1.79E+01,120.352654,113.979498,90
32319.85417,8.73E+03,-1.82E+01,120.324683,113.888177,90
32319.85486,8.68E+03,-1.85E+01,120.299352,113.795059,90
32319.85556,8.62E+03,-1.88E+01,120.276741,113.700107,90
32319.85625,8.57E+03,-1.91E+01,120.256934,113.603279,90
32319.85694,8.52E+03,-1.94E+01,120.24002,113.504533,90
32319.85764,8.46E+03,-1.98E+01,120.226088,113.403827,90
32319.85833,8.41E+03,-2.01E+01,120.215235,113.301114,90
32319.85903,8.35E+03,-2.04E+01,120.207558,113.19635,90
32319.85972,8.29E+03,-2.07E+01,120.203161,113.089486,90
32319.86042,8.24E+03,-2.11E+01,120.202151,112.980472,90
32319.86111,8.18E+03,-2.14E+01,120.204638,112.869258,90
32319.86181,8.12E+03,-2.18E+01,120.210741,112.755791,90
32319.8625,8.06E+03,-2.21E+01,120.220581,112.640015,90
32319.86319,8.00E+03,-2.24E+01,120.234285,112.521875,90
32319.86389,7.94E+03,-2.28E+01,120.251986,112.401312,90
32319.86458,7.88E+03,-2.31E+01,120.273823,112.278264,90
32319.86528,7.82E+03,-2.35E+01,120.299941,112.15267,90
32319.86597,7.76E+03,-2.38E+01,120.330491,112.024463,90
32319.86667,7.70E+03,-2.42E+01,120.365635,111.893577,90
32319.86736,7.64E+03,-2.46E+01,120.405538,111.759941,90
32319.86806,7.57E+03,-2.49E+01,120.450375,111.623484,90
32319.86875,7.51E+03,-2.53E+01,120.50033,111.484129,90
32319.86944,7.44E+03,-2.57E+01,120.555596,111.341799,90
32319.87014,7.38E+03,-2.61E+01,120.616376,111.196412,90
32319.87083,7.31E+03,-2.64E+01,120.682881,111.047886,90
32319.87153,7.25E+03,-2.68E+01,120.755337,110.896132,90
32319.87222,7.18E+03,-2.72E+01,120.833979,110.74106,90
32319.87292,7.11E+03,-2.76E+01,120.919055,110.582575,90
32319.87361,7.04E+03,-2.80E+01,121.010826,110.420581,90
32319.87431,6.98E+03,-2.84E+01,121.109569,110.254975,90
32319.875,6.91E+03,-2.88E+01,121.215574,110.085651,90
32319.87569,6.84E+03,-2.93E+01,121.329151,109.912501,90
32319.87639,6.77E+03,-2.97E+01,121.450623,109.735408,90
32319.87708,6.69E+03,-3.01E+01,121.580334,109.554254,90
32319.87778,6.62E+03,-3.05E+01,121.71865,109.368915,90
32319.87847,6.55E+03,-3.10E+01,121.865957,109.179262,90
32319.87917,6.48E+03,-3.14E+01,122.022662,108.98516,90
32319.87986,6.40E+03,-3.18E+01,122.189202,108.78647,90
32319.88056,6.33E+03,-3.23E+01,122.366036,108.583043,90
32319.88125,6.25E+03,-3.27E+01,122.553657,108.37473,90
32319.88194,6.18E+03,-3.32E+01,122.752586,108.161369,90
32319.88264,6.10E+03,-3.37E+01,122.963379,107.942795,90
32319.88333,6.02E+03,-3.41E+01,123.186629,107.718835,90
32319.88403,5.95E+03,-3.46E+01,123.422968,107.489308,90
32319.88472,5.87E+03,-3.51E+01,123.673073,107.254025,90
32319.88542,5.79E+03,-3.56E+01,123.937664,107.012787,90
32319.88611,5.71E+03,-3.61E+01,124.217515,106.765389,90
32319.88681,5.63E+03,-3.66E+01,124.513455,106.511614,90
32319.8875,5.55E+03,-3.71E+01,124.82637,106.251236,90
32319.88819,5.47E+03,-3.76E+01,125.157213,105.98402,90
32319.88889,5.38E+03,-3.81E+01,125.507008,105.709717,90
32319.88958,5.30E+03,-3.87E+01,125.876856,105.428068,90
32319.89028,5.22E+03,-3.92E+01,126.267941,105.138801,90
32319.89097,5.13E+03,-3.98E+01,126.681543,104.841634,90
32319.89167,5.05E+03,-4.03E+01,127.119037,104.536267,90
32319.89236,4.96E+03,-4.09E+01,127.581913,104.222388,90
32319.89306,4.88E+03,-4.14E+01,128.07178,103.89967,90
32319.89375,4.79E+03,-4.20E+01,128.590377,103.567769,90
